operateur,filiere,annee,code_region,region,code_conso,secteur,nb_sites,conso_totale,conso_moyenne
Enedis,Electricité,2019,53,Bretagne,PRO,INCONNU,45264,358498.799964035,7.9201749726943
Enedis,Electricité,2019,53,Bretagne,PRO,INDUSTRIE,15307,154808.91859654,10.1136028350781
Enedis,Electricité,2019,53,Bretagne,PRO,TERTIAIRE,156966,1368432.28670381,8.71801719291955
Enedis,Electricité,2019,53,Bretagne,RES,RESIDENTIEL,1875687,8693041.03421726,4.63459043764619
Enedis,Electricité,2020,11,Île-de-France,ENT,AGRICULTURE,669,68399.009133809,102.240671350985
Enedis,Electricité,2020,11,Île-de-France,ENT,AGRICULTURE,21,917.737121879284,43.7017677085373
Enedis,Electricité,2020,11,Île-de-France,ENT,INCONNU,171,9662.50424682022,56.5058727884223
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,63,67593.1557367647,1072.9072339169
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,1,82.527665676974,82.527665676974
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,110,51767.2477974953,470.611343613594
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,9,641.304490375005,71.2560544861117
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,2708,607317.404411182,224.267874597925
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,62,51008.3641095501,822.715550154034
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,3,370.890690603295,123.630230201098
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,33,20518.438186143,621.770854125545
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,150,10640.730804674,70.9382053644933
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,73,18089.7090719858,247.804233862819
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,54,5629.24313732396,104.245243283777
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,106,37595.1846052683,354.67155287989
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,270,125222.894450627,463.788497965285
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,8,8875.34002908347,1109.41750363543
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,293,236166.478867626,806.028938114765
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,92,145393.521391509,1580.36436295118
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,176,135093.572583293,767.577116950528
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,285,368273.808545152,1292.18880191281
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,60,35164.1960424716,586.069934041193
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,838,231938.695349161,276.776486096851
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,295,278562.433827559,944.27943670359
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,139,82489.839333822,593.452081538288
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,275,60229.4845485644,219.016307449325
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,266,127665.999150491,479.94736522741
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,60,164365.011852105,2739.41686420175
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,78,7631.9540319386,97.8455645120333
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,166,70561.6462770856,425.070158295696
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,1367,1048169.08466872,766.76597269109
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,2448,341361.942461741,139.445237933718
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,537,137798.000455851,256.607077198978
Enedis,Electricité,2020,11,Île-de-France,ENT,INDUSTRIE,2413,222497.511385377,92.2078372919092
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,287,56526.882224179,196.957777784596
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,844,517334.074271286,612.955064302472
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,166,92698.5175748269,558.424804667632
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,349,245475.016008561,703.366808047453
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,30,4391.07270262979,146.36909008766
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1601,176629.358654453,110.324396411276
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,4529,895710.917758459,197.772337769587
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,8071,2279975.94012321,282.489894699939
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1975,801024.461567437,405.58200585693
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,29,7362.08026407639,253.864836692289
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,52,123272.110189739,2370.61750364883
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1442,649334.398333332,450.301247110494
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,403,87975.4012438301,218.301243781216
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,3062,724975.534152934,236.765360598607
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,6191,721038.425259475,116.465583146418
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,470,92467.3278359616,196.738995395663
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,433,106167.326409189,245.190130275263
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,60,96195.0136551837,1603.2502275864
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,678,1123107.09032402,1656.50013322127
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,793,407822.006959515,514.277436266728
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,214,525025.975951444,2453.39241098806
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,3301,876762.900791209,265.605241075798
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,452,103933.092443884,229.940470008593
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,525,87514.445229935,166.69418139035201
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,17445,2777689.7639914,159.22555253605
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,533,52211.4199959213,97.9576360148617
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,4654,839832.608213592,180.453933866264
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,953,265641.415910812,278.742304208617
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,223,464452.11818355997,2082.74492458996
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,352,51008.0863365869,144.909336183486
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,221,31298.2870996029,141.621208595488
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,27,3291.60357996829,121.911243702529
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,433,54942.808393631,126.8887029876
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,82,11315.2020330306,137.990268695495
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,71,8528.51074802175,120.119869690447
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,50,7168.24837507528,143.364967501506
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,447,64171.2583351679,143.559862047355
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1218,244595.527371471,200.817345953589
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,15458,2698255.9628769,174.554014935755
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1840,603900.811806873,328.206962938518
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1092,1177513.05645544,1078.30865975773
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1563,329166.386290689,210.599095515476
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1561,183554.974218144,117.588068044935
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,462,88722.8720231992,192.040848535063
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,172,215153.484394602,1250.89235113141
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,27,13490.648051664,499.653631543111
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1032,324351.563712991,314.294150884681
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1351,268777.205411815,198.946858187872
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,39,5754.70504979574,147.556539738352
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,1501,72119.2978190218,48.0475002125395
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,12,706.97093128281,58.9142442735675
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,18,623.595344837428,34.6441858243016
Enedis,Electricité,2020,11,Île-de-France,ENT,TERTIAIRE,292,56095.4490208636,192.107702126245
Enedis,Electricité,2020,11,Île-de-France,PRO,AGRICULTURE,3666,43205.950571798,11.7855838984719
Enedis,Electricité,2020,11,Île-de-France,PRO,INCONNU,27464,260254.319081406,9.47619862661688
Enedis,Electricité,2020,11,Île-de-France,PRO,INDUSTRIE,41766,390239.775064584,9.34347974583594
Enedis,Electricité,2020,11,Île-de-France,PRO,TERTIAIRE,668435,5975941.57611931,8.94019848769037
Enedis,Electricité,2020,11,Île-de-France,RES,RESIDENTIEL,5782142,22449933.5142476,3.88263268426261
Enedis,Electricité,2020,52,Pays de la Loire,ENT,AGRICULTURE,3207,430861.858114678,134.35043907536
Enedis,Electricité,2020,52,Pays de la Loire,ENT,AGRICULTURE,16,2068.68311722743,129.292694826714
Enedis,Electricité,2020,52,Pays de la Loire,ENT,AGRICULTURE,21,10054.1793850314,478.770446906257
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INCONNU,53,3423.05431572747,64.585930485424
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,1,1.72412162534385,1.72412162534385
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,145,114922.185941466,792.566799596317
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,1507,2039440.57289159,1353.31159448679
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,57,72221.8691847929,1267.05033657531
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,51,57213.5645910205,1121.83459982393
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,61,6772.70783850229,111.027997352497
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,65,19631.4512037674,302.022326211806
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,127,96480.6930633965,759.690496562177
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,74,110806.158960656,1497.38052649535
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,144,73476.845285453,510.255870037868
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,8,6146.57154403339,768.321443004174
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,75,175825.636553156,2344.34182070875
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,27,43175.7712443482,1599.10263867956
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,284,446264.55478931,1571.35406615954
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,251,130153.207242785,518.538674274044
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,48,73734.5269352926,1536.1359778186
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,862,400406.587137614,464.508801783775
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,66,62350.3210652579,944.701834322089
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,91,95927.3449175483,1054.14664744559
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,231,149793.348557759,648.456054362593
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,127,140507.152353028,1106.3555303388
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,62,84122.3679005809,1356.81238549324
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,158,61545.0700955357,389.525760098327
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,72,48156.6727698398,668.842677358886
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,480,184077.568722536,383.494934838617
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,249,16810.8619911061,67.5135019723136
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,178,28474.5452072591,159.969355096961
Enedis,Electricité,2020,52,Pays de la Loire,ENT,INDUSTRIE,902,63553.3465273728,70.458255573584
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,233,26792.8546824433,114.990792628512
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,810,273358.234771692,337.479302187274
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,57,63887.7979836398,1120.83856111649
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,213,136453.523082579,640.626868932296
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,4,312.622031768715,78.1555079421787
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,798,73505.3610992158,92.1119813273381
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,1447,431708.477998892,298.347255009601
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,2369,758575.441588988,320.209135326715
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,398,112681.318892433,283.11889168953
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,4,527.160376121812,131.790094030453
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,1,306.240316605149,306.240316605149
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,347,135433.599930205,390.298558876672
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,43,14414.4267527281,335.21922680763
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,991,157484.924864699,158.915161316548
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,1096,133871.568309153,122.14559152295
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,34,10433.8248295141,306.877200868062
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,34,6144.89043184518,180.732071524858
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,8,1567.89747622401,195.987184528001
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,144,52743.4650515861,366.274062858237
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,93,33494.0796958042,360.15139457854
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,15,11701.2451560389,780.083010402593
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,514,125226.322977036,243.630978554545
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,75,16535.6924360653,220.475899147537
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,58,5978.91544621002,103.084749072587
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,1646,203800.414398817,123.815561603169
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,127,8581.22965228607,67.5687374195754
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,1159,285038.419260884,245.934787973153
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,183,35033.7606124497,191.44131482213
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,58,34958.5148622612,602.733014866572
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,30,1870.01893478926,62.3339644929753
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,33,2632.50973056014,79.773022138186107
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,14,1419.91044882972,101.422174916409
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,124,8237.78704853746,66.4337665204634
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,9,1656.8673505068,184.096372278533
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,21,4859.59342172813,231.409210558482
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,14,1197.09552347761,85.5068231055436
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,61,10725.1308301773,175.821816888152
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,224,43428.8357749283,193.878731138073
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,4609,462512.578000879,100.349875895179
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,1073,197844.829466898,184.384743212393
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,319,271206.130215772,850.175956789254
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,781,156569.83473353,200.473539991716
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,385,47520.7632195266,123.430553816952
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,44,4555.2176220505,103.52767322842
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,33,11094.9098387677,336.209389053567
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,10,4090.91654927733,409.091654927733
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,320,57144.914802685,178.577858758391
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,330,51513.747658754,156.102265632588
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,20,3696.59176915166,184.829588457583
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,163,17659.9976652837,108.343543958796
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,2,32.9802489670829,16.4901244835415
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,3,9.18012865251364,3.06004288417121
Enedis,Electricité,2020,52,Pays de la Loire,ENT,TERTIAIRE,3,136.08749976582,45.36249992194
Enedis,Electricité,2020,52,Pays de la Loire,PRO,AGRICULTURE,27130,498488.102250164,18.3740546350964
Enedis,Electricité,2020,52,Pays de la Loire,PRO,INCONNU,9677,56060.818670632,5.79320230139837
Enedis,Electricité,2020,52,Pays de la Loire,PRO,INDUSTRIE,15004,163540.661656704,10.8998041626702
Enedis,Electricité,2020,52,Pays de la Loire,PRO,TERTIAIRE,199171,1667040.6605577,8.36989652387998
Enedis,Electricité,2020,52,Pays de la Loire,RES,RESIDENTIEL,2007570,9760355.99909616,4.8617761767192
Enedis,Electricité,2020,53,Bretagne,ENT,AGRICULTURE,3210,683764.644083165,213.010792549273
Enedis,Electricité,2020,53,Bretagne,ENT,AGRICULTURE,9,894.901082174102,99.4334535749002
Enedis,Electricité,2020,53,Bretagne,ENT,AGRICULTURE,71,18011.9059898745,253.688816758796
Enedis,Electricité,2020,53,Bretagne,ENT,INCONNU,37,2207.13796117201,59.6523773289732
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,5,193.528419451535,38.705683890307
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,111,101870.139344366,917.749003102397
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,1622,2559393.99828281,1577.92478315833
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,42,23394.7071915568,557.01683789421
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,18,1987.44565837181,110.413647687323
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,26,4757.29413318853,182.972851276482
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,9,811.526276140104,90.1695862377893
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,125,98865.4982655219,790.923986124175
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,33,93873.1820734493,2844.64188101362
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,78,25736.9989316171,329.961524764322
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,1,1219.78366666667,1219.78366666667
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,93,122962.576412323,1322.17824099272
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,11,33939.6851401188,3085.42592182898
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,141,231832.581446896,1644.20270529713
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,228,70796.6152339964,310.511470324546
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,22,69085.212100088,3140.23691364036
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,366,138328.098167596,377.945623408732
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,65,65172.7033306328,1002.65697431743
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,27,8559.06322478823,317.002341658823
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,125,78293.4671660639,626.347737328511
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,63,36071.6311961444,572.565574541975
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,41,25797.2468654338,629.201143059361
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,58,8704.60080073827,150.07932415066
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,42,55068.3409417484,1311.15097480353
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,515,218777.750778605,424.811166560398
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,194,12836.693961471,66.1685255745928
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,77,7758.02373969302,100.753555060948
Enedis,Electricité,2020,53,Bretagne,ENT,INDUSTRIE,665,61091.2786409113,91.866584422423
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,155,16448.4765483294,106.119203537609
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,742,286045.084737359,385.505505036872
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,27,18076.7532726962,669.50938047023
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,156,107536.468835358,689.336338688192
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,5,413.017682487083,82.6035364974166
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,682,52879.3142369092,77.5356513737672
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,1093,271717.375409978,248.597781710867
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,2248,709813.04940251,315.753135855209
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,277,85684.9249785604,309.331859128377
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,13,1210.66362033761,93.1279707952008
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,1,2061.27583333333,2061.27583333333
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,222,144954.806901845,652.949580638941
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,48,12126.1421991023,252.627962481298
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,1058,155479.215157814,146.955779922319
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,1050,110935.822356628,105.65316414917
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,25,13006.4503384249,520.258013536996
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,49,7306.31269360713,149.108422318513
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,5,1440.53395597576,288.106791195152
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,149,101189.150827661,679.121817635309
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,58,18709.389703936,322.575684550621
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,19,4802.20759583501,252.747768201843
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,313,115326.253155751,368.454482925722
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,46,5339.52739545545,116.076682509901
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,49,5797.66635458424,118.319721522127
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,1054,129515.187347747,122.879684390652
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,100,5929.11992585265,59.2911992585265
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,1021,253212.844667137,248.004745021682
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,140,38088.1055047351,272.057896462394
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,45,40156.1443798493,892.358763996651
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,15,696.651111711526,46.4434074474351
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,23,6301.83117792308,273.992659909699
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,18,1207.57361470564,67.0874230392022
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,169,11750.9486120729,69.5322403081237
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,3,117.442648127137,39.1475493757123
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,11,3416.08878331908,310.55352575628
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,7,721.672101102338,103.096014443191
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,34,3960.36497624783,116.481322830819
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,160,51808.444290295,323.802776814344
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,4028,500543.703263424,124.26606337225
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,891,169865.854151963,190.646300956187
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,302,278908.152822544,923.536929875973
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,532,107751.494604676,202.540403392248
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,437,71020.7295767195,162.51883198334
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,47,5063.03415331336,107.724130921561
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,28,7197.54918996735,257.05532821312
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,12,4931.24930515688,410.937442096407
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,233,31038.5636976153,133.212719732254
Enedis,Electricité,2020,53,Bretagne,ENT,TERTIAIRE,268,47789.1054765611,178.317557748362
